modelNumber,idNumber,Rating
80VE000CUS,"['amazon', 202L]",1
PT465C-04N01P,"['bestbuy', 1329L]",1
"ASUS ROG G752VS (VR Ready) Premium 17.3'' Gaming Laptop PC ( Intel i7-6700HQ Quad Core, 32GB RAM, 4TB SATA SSD, 17.3 Inch FHD (1920X1080) NVIDIA G-Sync, NVIDIA GeForce GTX 1070 8GB GDDR5, Win 10)","['newEgg', 2505L]",1
Legion Y720,"['amazon', 98L]",1
DAHD10024,"['bestbuy', 1347L]",1
"Newest HP Envy 15t High Performance Laptop PC with Full HD Touchscreen ( Intel i7 Processor, 32GB RAM, 2TB SSD, 15.6 Inch FHD (1920 x 1080) Touchscreen, Win 10 Pro)","['newEgg', 613L]",1
"MSI GT73VR Titan 4K (VR Ready) Premium 17.3'' Gaming Laptop PC ( Intel i7 Quad Core, 48GB RAM, 2TB HDD + 1TB PCIe SSD, 17.3"" G-Sync UHD 3840 x 2160 4K Display, NVIDIA GeForce GTX 1070, Win 10)","['newEgg', 2489L]",1
LENOVO TS P51S I7 8GB 500GB,"['newEgg', 1563L]",1
WT72 2OL-1400US,"['bestbuy', 557L, 'staples', 402L]",3
20H5009MUS,"['bestbuy', 386L]",1
J9K79UA#ABA,"['amazon', 646L]",1
ALIENWARE 15R2,"['bestbuy', 180L]",1
Nintendo New Galaxy Style 3DS XL - Nintendo 3DS 3DS XL Edition,"['amazon', 41L]",1
R541UA-RS51,"['newEgg', 183L]",1
UX303LA-DB51T,"['newEgg', 61L]",1
"MSI GT73VR Titan Pro (VR Ready) Premium 17.3'' Gaming Laptop PC ( Intel i7 Quad Core, 16GB RAM, 1TB HDD + 128GB SSD, 17.3"" G-Sync FHD 1920 x 1080 Display, NVIDIA GeForce GTX 1080, Win 10)","['newEgg', 2493L]",1
MK9N2LL/A,"['amazon', 70L]",1
15-BA009DX,"['amazon', 75L, 'staples', 15L]",3
"Acer Swift 1 13.3"" FHD Laptop, 4GB DDR3L, 64GB Flash Drive, Windows 10 Home, French Bilingual Keyboard w/ Microsoft Office 365 Home","['amazon', 1004L]",1
FX53VD-RS71,"['bestbuy', 683L, 'amazon', 244L]",3
WS63 7RK-297CA,"['bestbuy', 605L]",1
ISTR28309,"['bestbuy', 1328L]",1
"Ultra Slim 7 Inch Android Netbook Mini Laptop WIFI Android 4.4 1.5GHz 512MB Memory 4G Hard Disk Tablet PC,White Color","['newEgg', 86L]",1
"ThinkPad Bilingual Laptop P70 (20ER002KCA) Intel Core i7 6700HQ (2.60 GHz) 16 GB DDR4 Memory 500 GB HDD NVIDIA Quadro M600M 17.3\""  Windows 7 Professional 64-Bit / Win 10 Pro downgrade","['newEgg', 700L, 'newEgg', 1160L, 'newEgg', 2086L, 'newEgg', 2309L]",2
2 LOTS USED-WORK Dell Latitude D610 Laptop Notebook NO-HDD,"['amazon', 1075L]",1
13-v110ca,"['newEgg', 129L]",1
13-U131TU,"['snapdeal', 44L]",1
KBGUARDMBBK,"['bestbuy', 1112L]",1
Supersonic SC-3314WNB 14 Inch Win 10 Notebook 32Gb,"['newEgg', 1687L]",1
M11,"['amazon', 716L]",1
15-ac101TU (N4G35PA),"['snapdeal', 257L]",1
PT16BC-02407E,"['source', 212L]",1
S550CA-DS51T,"['newEgg', 211L]",1
Z1Z74UT#ABA,"['staples', 121L, 'newEgg', 1999L, 'newEgg', 2282L]",3
1UG90UA#ABL,"['amazon', 71L]",1
F551MAV-DB02-B,"['newEgg', 1122L]",1
UX330CA-RHM1-CB,"['staples', 52L, 'source', 144L]",3
"Coral Blue Acer Spin one 11.6"" Full HD IPS 360 convertible touch laptop with Intel Pentium CPU. 4GB RAM 128GB SSD","['walmart', 172L]",1
VN7-793G-709A,"['amazon', 453L]",1
12-a009nr,"['amazon', 274L]",1
4YM-00001,"['amazon', 731L]",1
"Celeron N3060 / 1.6 GHz - Windows 10 Pro National Academic - 4 GB RAM - 64 GB eMMC - 11.6"" TN 1366 x 768 ( HD ) - HD Graphics 400 - 802.11ac - black","['amazon', 772L, 'amazon', 834L]",2
"DELL 14"" I5 7300U 8GB 500GB","['newEgg', 1353L]",1
I5559-4681SLV,"['bestbuy', 65L, 'amazon', 327L, 'staples', 17L]",3
Flex 5-1570,"['amazon', 109L]",1
ISTR28168,"['bestbuy', 1538L]",1
ISTR28165,"['bestbuy', 1293L]",1
W0S59UT#ABA,"['newEgg', 162L]",1
"Acer Aspire Nitro AN515-51-58LK 15.6"" Notebook","['walmart', 144L]",1
1GE38UT#ABA,"['amazon', 1136L]",1
UX360UA-BS51-CB-GD,"['bestbuy', 117L]",1
80SM01EUIH,"['snapdeal', 20L]",1
GL553VE-FY047T,"['flipkart', 62L]",1
GE62MVR7RG043CA,"['staples', 511L]",1
"Dell Precision 15.6"" IPS Technology Intel Core i7-6820HQ Quad-core 2.70GHz 500GB HDD 8GB DDR4 SDRAM RAM Intel HD Graphics 530 DDR4 SDRAM M3510 Mobile Workstation Model GM3G4","['newEgg', 1760L]",1
ELITEBOOK 840G1,"['staples', 48L, 'staples', 162L]",2
Es1-523 20vb,"['snapdeal', 87L]",1
GT83VR7RE266CA,"['staples', 520L]",1
ISTR28248,"['bestbuy', 1320L]",1
UX303LA-DS51T,"['newEgg', 591L]",1
RZ09-01953E71-R3U1,"['amazon', 30L]",1
UX360UA-BS51-CB-GR,"['bestbuy', 24L, 'bestbuy', 613L]",2
DAHD18771,"['bestbuy', 1494L]",1
GS73VR7RG036CA,"['staples', 549L]",1
80QE004YUS,"['amazon', 81L]",1
NX.MNHAA.010,"['amazon', 879L]",1
"Everki Advance Notebook Briefcase - 17in, Black","['walmart', 12L, 'walmart', 63L, 'walmart', 94L]",2
MC374LL/A,"['amazon', 139L]",1
F556UA-AB32,"['amazon', 24L]",1
C302CA-DHM4,"['amazon', 49L]",1
GT83VR 7RF200CA,"['staples', 190L]",1
"2016 NEWEST 4th Generation Lenovo ThinkPad X1 Carbon 14"" Ultrabook Laptop, Intel Core i7-6600U, WQHD 2560x1440 IPS Anti-glare Display, 16GB RAM, 1TB SSD, Backlit Keyboard, Windows 7/10 Pro","['amazon', 868L]",1
HP SMART BUY ELITEBOOK 745 G4,"['newEgg', 850L]",1
80ST001NUS,"['bestbuy', 146L]",1
E5-575G-55NW,"['bestbuy', 52L]",1
T560 (20FH001QCA),"['newEgg', 447L, 'newEgg', 2470L]",2
MB991LL/A,"['amazon', 266L]",1
PT474C-01E009,"['bestbuy', 1429L]",1
17-y051ca,"['newEgg', 186L]",1
s003tu (W0H99PA),"['snapdeal', 10L]",1
20H1006ACA,"['bestbuy', 1009L]",1
"OpenBox Dell Inspiron 5559, i5-6200U 2.3GHz, 1TB HD,  8GB RAM, 15.6"" TOUCHSCREEN, DVD-RW, BT, WIN10, 3D WEBCAM, Backlit Keyboard","['newEgg', 2277L]",1
450 G3 (W0S81UT#ABA),"['newEgg', 202L]",1
"DELL Laptop Latitude E6410 Intel Core i5 520M (2.40 GHz) 4 GB Memory 250 GB HDD Intel HD Graphics 14.1"" Windows 10 Pro","['newEgg', 2457L, 'newEgg', 2466L]",2
"Lenovo ThinkPad E470 20H1003AUS 14"" 16:9 Notebook - 1366 x 768 - Intel Core i5 (7th Gen) i5-7200U Dual-core (2 Core) 2.50 GHz - 8 GB DDR4 SDRAM - 256 GB SSD - Windows 10 Pro 64-bit","['newEgg', 440L]",1
LATITUDE 5580 15 FHD I5-7300U,"['newEgg', 790L]",1
GE62MVR 7RG-043CA,"['bestbuy', 664L]",1
WE62 7RI-1864CA,"['bestbuy', 1416L]",1
X541UA-BS51T-CB,"['bestbuy', 204L]",1
S002TU (W0H98PA),"['snapdeal', 104L]",1
GS63VR 7RF-446CA,"['bestbuy', 417L, 'bestbuy', 700L]",2
"Acer Predator G9-791-78CE Gaming Laptop - Intel Core i7 6700HQ (2.60 GHz) 16 GB DDR4 1 TB HDD 256 GB SSD NVIDIA GeForce GTX 980M 4 GB 17.3"" FHD 1920 x 1080 HD Webcam Windows 10 Home 64-Bit","['newEgg', 2473L]",1
"DELL 14"" I5 7300U 4GB 128GB","['newEgg', 1363L]",1
MC516LL/A-B,"['newEgg', 1778L]",1
"Lenovo ThinkPad T470s 20HF0014US 14"" LCD Notebook - Intel Core i5 (7th Gen) i5-7200U Dual-core (2 Core) 2.50 GHz - 4 GB DDR4 SDRAM - 128 GB SSD - Windows 10 Pro 64-bit (English) - 1920 x 1080 - In-...","['newEgg', 2487L]",1
X541UJ-GO459,"['flipkart', 139L]",1
MC516LL/A-C,"['newEgg', 1986L]",1
X9U03UTABA,"['bestbuy', 46L]",1
PS461C-0NY07C,"['staples', 209L]",1
20FB005WUS,"['source', 83L]",1
MQD32C/A,"['bestbuy', 223L]",1
X541UA-BB51-CB,"['bestbuy', 330L]",1
"Microsoft Surface Book, 13.5"", Intel Core i7, 512GB SSD, 16GB RAM, Windows 10 Pro","['staples', 238L]",1
Lenovo-Flex-4,"['amazon', 107L]",1
E202SA-FD012D,"['snapdeal', 23L]",1
X541UA-BS31-CB,"['bestbuy', 92L, 'bestbuy', 274L]",2
SW5-017P-11HX STF 10.1IN 64GB,"['newEgg', 666L]",1
"Lenovo ThinkPad X260 20F6005JUS 12.5"" Ultrabook - Intel Core i7 (6th Gen) i7-6600U Dual-core (2 Core) 2.60 GHz - Black","['newEgg', 1302L, 'newEgg', 1620L, 'newEgg', 2048L]",2
R558UQ-DM701D,"['flipkart', 164L]",1
15-BW008CA,"['bestbuy', 2L]",1
80X50002US,"['bestbuy', 555L]",1
"HIDevolution ASUS ROG Strix GL703VD-WB71-HID6 w/ FREE IC Diamond on CPU+GPU - Optimal System Temperatures 17.3"" Ultimate Gaming Laptop (1T SSHD/32G RAM/FHD/7700HQ/1050)","['amazon', 1162L, 'amazon', 1177L, 'amazon', 1227L]",2
"Acer NX.GMSAA.001;E5-553-T5K4 15.6"" Traditional Laptop","['newEgg', 480L]",1
MC372LL/A,"['amazon', 303L]",1
x360 11-u005tu,"['snapdeal', 279L]",1
G9-793-79V5,"['amazon', 121L]",1
80W3004MUS,"['bestbuy', 1193L]",1
"13.3"" FHD i5 8GB 256GB BL Grey","['newEgg', 1198L]",1
P25W,"['amazon', 532L]",1
E403NA-US21,"['bestbuy', 403L]",1
R541NA-RS01,"['bestbuy', 1512L, 'newEgg', 528L]",3
AW17R4-7000SLV-PUS,"['bestbuy', 29L]",1
VN-01,"['snapdeal', 15L]",1
MD712LL/AC,"['newEgg', 1955L]",1
"17.3"" Ci77700 16G 512SSD Win10","['newEgg', 532L]",1
GL502VM-DS74,"['amazon', 23L]",1
Lenovo X131E,"['bestbuy', 226L]",1
"Lenovo Yoga 900 13 (MultiTouch) Laptop Computer - Silver - 6th Gen Intel Core i7-6500U, 512GB SSD, 13.3in QHD+ Touch Display, 8GB RAM, Windows 10 80MK0010US","['newEgg', 1600L]",1
R511DA-BB10-CB,"['bestbuy', 130L]",1
Taichi21-DH51,"['newEgg', 79L]",1
C300SA-DS02,"['bestbuy', 317L, 'amazon', 73L]",3
DAHD28442,"['bestbuy', 632L]",1
ES1-521 (UN.G2KSI.008),"['snapdeal', 59L]",1
A50-01R01S,"['newEgg', 0L]",1
15-ay011tx,"['snapdeal', 140L]",1
"Dell Chromebook 11 11.6"" Touchscreen (In-plane Switching (IPS) Technology) Chromebook - Intel Celeron N2840 Dual-core (2 Core) 2.16 GHz - Black","['newEgg', 659L]",1
1EL98UA#ABL,"['amazon', 60L]",1
"HP ProBook 645 G3 - 14"" - A series A8-9600B - 8 GB RAM - 500 GB HDD","['newEgg', 1344L]",1
E5-575-3203,"['snapdeal', 230L]",1
"HP Laptop EliteBook 850 G3 (V1H18UT#ABA) Intel Core i5 6th Gen 6200U (2.30 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 520 15.6\"" Windows 7 Professional 64-Bit (Windows 10 Pro downgrade)","['newEgg', 2031L, 'newEgg', 2409L]",2
SW312-31-P0MV,"['bestbuy', 258L]",1
4749894,"['amazon', 177L]",1
MK6K2LL/A,"['amazon', 1050L]",1
HP Spectre x360 13-ac050ca,"['walmart', 44L, 'walmart', 47L]",2
Elitebook 8460P,"['source', 30L]",1
X541NA-RS91-CB,"['staples', 124L, 'source', 12L]",3
MLVP2LL/A,"['newEgg', 54L]",1
T102HA-RH01-CBC,"['source', 131L]",1
440 G4 (Z1Z83UT#ABA),"['newEgg', 146L, 'newEgg', 260L, 'newEgg', 706L, 'newEgg', 2479L]",2
ISTR26792,"['bestbuy', 1319L]",1
K556UQ-Q52P-CB,"['bestbuy', 430L]",1
"DELL 14"" I5 7300U 4GB 500GB","['newEgg', 723L, 'newEgg', 1239L]",2
W0S81UT#ABA,"['amazon', 43L]",1
W7B83UA#ABL,"['amazon', 165L]",1
AN515-51-56U0,"['amazon', 57L]",1
GL753VD-Q52P-CB,"['bestbuy', 423L]",1
"Toshiba Portege Z30-C1320 13.3"" Ultrabook - Intel Core i7 (6th Gen) i7-6600U Dual-core (2 Core) 2.60 GHz","['newEgg', 1386L]",1
VX5-591G-5652,"['amazon', 86L]",1
E5-573T-31B6,"['amazon', 887L]",1
NX.VDFAA.009,"['bestbuy', 1478L]",1
"HP EliteBook 1040 G3 14"" Notebook - Intel Core i7 i7-6500U Dual-core (2 Core) 2.50 GHz","['newEgg', 915L]",1
Y9G06UTABA,"['bestbuy', 270L]",1
1EL97UA#ABL,"['amazon', 46L, 'staples', 144L]",3
LATITUDE E7440,"['staples', 69L]",1
"HP Pavilion 15.6"" HD Touchscreen Notebook, Intel Core i5-6200U Upto 2.8GHz, 16GB DDR4, 512GB SSD, DVD-RW, Wifi, Bluetooth, HDMI, Windows 10 Professional 64Bit (16GB Ram + 512GB SSD)","['amazon', 962L]",1
80VF00FRUS,"['bestbuy', 1391L]",1
I5577-7342BLK-PUS,"['bestbuy', 1071L]",1
MPXV2C/A,"['bestbuy', 531L]",1
15-au624tx,"['snapdeal', 69L]",1
"Asus X555DA-BB12-BK amd a10-8700p cpu-1.80ghz, 12gb mem, 2tb hdd, 15.6in lcd windows 10 Black","['newEgg', 420L]",1
Black Nintendo 3DS XL with (Pre-installed) Super Mario 3D Land Game,"['amazon', 623L]",1
850 G3 (V1H21UT#ABA),"['newEgg', 223L]",1
i5368-10024GRY,"['amazon', 236L]",1
T102HA-RH01-CB,"['bestbuy', 140L, 'staples', 57L]",3
"Dell Latitude 5000 5480 14"" Touchscreen LCD Notebook - Intel Core i5 (7th Gen) i5-7300U Dual-core (2 Core) 2.60 GHz - 8 GB DDR4 SDRAM - 256 GB SSD - Windows 10 Pro 64-bit (English/French/Spanish) -...","['newEgg', 1192L]",1
N5S60UA#ABA,"['amazon', 760L]",1
GS73VR 7RF232CA,"['staples', 227L]",1
"HP ProBook 450 15.6 inch High Performance Business Laptop PC (Intel i5-6200U, 4GB RAM, 500GB HDD, 15.6 Inch HD 1366 x 768 Display, DVD SuperMulti, WiFi, Bluetooth, Win 10 Pro)","['newEgg', 1103L]",1
20FD0004US,"['newEgg', 357L, 'newEgg', 1008L, 'newEgg', 1751L, 'newEgg', 2088L]",2
"Lenovo ThinkPad T520: Core i5 2.5 Ghz, 4G DDR3, 320G, WIFI, DVDRW, Webcam, 15.6"", Windows 10 Professional","['amazon', 846L]",1
15-BS027CA,"['staples', 36L]",1
"Lenovo Z50 15.6'' High Performance Laptop PC (AMD FX-7500 Quad Core Processor, 8GB RAM, 1TB HDD, 15.6 inch HD 1366x768 Display, AMD Radeon R7 graphics, WiFi, Bluetooth Win 10)","['newEgg', 1034L]",1
8460P,"['bestbuy', 176L, 'staples', 153L]",3
MNYF2C/A,"['bestbuy', 826L]",1
TP501UQ-BH71T-CB,"['bestbuy', 56L]",1
GE62VR6RF-004CA,"['staples', 174L]",1
GT62VR 7RE249CA,"['staples', 222L]",1
X541NA-RS01-CB,"['source', 74L]",1
Refurbished Dell E6420 with i5 Processor,"['walmart', 18L, 'walmart', 33L, 'walmart', 50L, 'walmart', 54L, 'walmart', 59L, 'walmart', 91L, 'walmart', 157L, 'walmart', 168L, 'walmart', 180L, 'walmart', 193L, 'walmart', 197L, 'walmart', 210L, 'walmart', 212L, 'walmart', 231L]",2
NX.G85AA.006,"['amazon', 59L]",1
NX.G85AA.007,"['amazon', 132L]",1
Panasonic Toughbook CF-52 CF-52CCAHBBM Core 2 Duo 1.80Ghz 4GB Laptop 500GB HDD Windows 7Professional 32 bit/ Microsoft Office 2010.,"['amazon', 505L]",1
"Acer Swift SF114-31-P5L7 14"" Active Matrix TFT Color LCD 16:9 Notebook - 1366 x 768 - ComfyView - Intel Pentium N3710 Quad-core (4 Core) 1.60 GHz - 4 GB DDR3L SDRAM - 64 GB Flash Memory Capacity","['newEgg', 120L]",1
7430000000000,"['amazon', 600L]",1
"DELL Laptop XPS 13 XPS9360-7697SLV Intel Core i7 7th Gen 7560U (2.4 GHz) 16 GB Memory 512 GB PCIe SSD Intel Iris Plus Graphics 640 13.3\"" Touchscreen Windows 10 Home 64-Bit","['newEgg', 576L, 'newEgg', 665L, 'newEgg', 1009L, 'newEgg', 1416L, 'newEgg', 1727L, 'newEgg', 1741L, 'newEgg', 1755L, 'newEgg', 2090L, 'newEgg', 2208L]",2
NX.VDVAA.006,"['bestbuy', 1552L]",1
17-BS010CA,"['source', 4L]",1
20H50047US,"['bestbuy', 37L, 'amazon', 80L]",3
X0S48UA#ABA,"['newEgg', 243L]",1
ISTR26791,"['bestbuy', 791L]",1
1BS47UT#ABA,"['amazon', 873L]",1
ISTR26796,"['bestbuy', 983L]",1
3580 (5N6K1),"['newEgg', 98L]",1
"Lenovo ThinkPad T470 20HD000XUS 14"" LCD Notebook - Intel Core i5 (7th Gen) i5-7300U Dual-core (2 Core) 2.60 GHz - 8 GB DDR4 SDRAM - 500 GB HDD - Windows 10 Pro 64-bit (English) - 1920 x 1080 - In-p...","['newEgg', 212L]",1
"Lenovo ThinkPad T570 20JW0005US 15.6"" LCD Notebook - Intel Core i5 (6th Gen) i5-6300U Dual-core (2 Core) 2.40 GHz - 4 GB DDR4 SDRAM - 500 GB HDD - Windows 7 Professional 64-bit (English) upgradab","['newEgg', 95L]",1
GE62VR-7RF430CA,"['staples', 159L]",1
V1Q04UT#ABA,"['newEgg', 219L]",1
821660110003,"['amazon', 668L]",1
2CF41UTABL,"['bestbuy', 1509L]",1
i5378-7171GRY,"['amazon', 240L]",1
GP72 7RDX-452CA,"['staples', 75L]",1
NX.VDSAA.004,"['bestbuy', 1663L]",1
"HP ENVY 17t High Performance 17.3 inch Touch Laptop PC ( Intel 7th Gen i7 Kaby Lake Processor, 16GB, NVIDIA GeForce 940MX,512GB SSD, 17.3 Inch FHD (1920X1080) Touch, Backlit Keyboard, Win 10)","['newEgg', 1743L]",1
PT573C-07V023,"['bestbuy', 703L]",1
GL552VW-BB71-CB,"['bestbuy', 55L]",1
N580VD-DB74T,"['bestbuy', 381L, 'amazon', 247L]",3
"Dell Latitude 5000 5289 12.5"" Touchscreen LCD 2 in 1 Ultrabook - Intel Core i5 (7th Gen) i5-7300U Dual-core (2 Core) 2.60 GHz - 8 GB - 256 GB SSD - Windows 10 Pro 64-bit (English/French/Spanish) - ...","['newEgg', 978L]",1
T560 (20FH001TCA),"['newEgg', 518L, 'newEgg', 784L]",2
"Lenovo ThinkPad Yoga 260 20FD002DUS Notebook, Intel Core i5-6200U, 12.5"" Screen, 8GB DDR4 SDRAM, 192GB SSD, Windows 10 Professional 64-Bit","['newEgg', 533L]",1
W7C01UA#ABL,"['staples', 67L]",1
V1Q07UT#ABA,"['amazon', 210L]",1
GP62M7RDX256CA,"['staples', 440L]",1
P2540UA-XS51,"['newEgg', 1464L]",1
Yoga 710,"['amazon', 68L]",1
LATITUDE 5285 12.3IN TOUCH,"['newEgg', 1682L]",1
GL62M 7RD-218CA,"['staples', 95L]",1
"CUK Asus 15-inch Gaming Laptop (i7-7700HQ, 16GB RAM, 128B SSD + 1TB HDD, NVIDIA GTX 1060 3GB, 15.6"" FHD, Windows 10) - 2017 HTC Vive Compatible Notebook Computer for Gamers","['amazon', 985L]",1
GT62VR 7RE-249CA,"['amazon', 40L]",1
20H50047CA,"['bestbuy', 681L]",1
20H1006AUS,"['bestbuy', 282L]",1
GS63VR7RG038CA,"['staples', 514L]",1
"Apple White MacBook 13\"" A1181 2006 MA254LL/A EMC 2092 1.83GHz 2GB Ram 160GB HDD Intel GMA 950 Laptop","['amazon', 790L]",1
CB5-132T-C1G2-CA,"['amazon', 486L]",1
14–ba073TX,"['flipkart', 36L]",1
80SN0005US,"['source', 191L]",1
MGXA2LL/A,"['amazon', 1008L]",1
TS Yoga 460 i7 8GB 256GB,"['newEgg', 1414L, 'newEgg', 1725L, 'newEgg', 1740L, 'newEgg', 2206L]",2
"HP ZBook Studio G3 15.6"" (In-plane Switching (IPS) Technology) Mobile Workstation - Intel Core i5 (6th Gen) i5-6300HQ Quad-core (4 Core) 2.30 GHz - Space Silver","['newEgg', 1132L]",1
ISTR26573,"['bestbuy', 1006L]",1
CR9-00009,"['bestbuy', 275L, 'bestbuy', 910L, 'staples', 233L]",3
MF839HN/A,"['snapdeal', 99L, 'flipkart', 59L]",3
PT44GC-042001,"['amazon', 826L]",1
NX.EF3AA.010,"['amazon', 675L]",1
Lenovo 20JW0004US Thinkpad T570 15.6 Intel Core I7-6600U (2.60Ghz 4Mb) 8Gb 256Gb Ssd Windows 10 Pro Retail,"['newEgg', 361L]",1
i3552-16040BLK,"['bestbuy', 107L, 'bestbuy', 225L, 'bestbuy', 99L]",2
80XF000DUS,"['source', 200L]",1
F5-573T-53X7,"['staples', 6L]",1
"Acer TravelMate P658-M TMP658-M-50NJ 15.6\"" LED (ComfyView) Notebook - Intel Core i5 i5-6300U Dual-core (2 Core) 2.40 GHz","['newEgg', 714L, 'newEgg', 1163L, 'newEgg', 2009L, 'newEgg', 2080L, 'newEgg', 2288L]",2
"DELL 15"" I3 7100U, 4GB, 500GB","['newEgg', 1577L]",1
S510UA-Q72SP-CB,"['bestbuy', 1254L]",1
SMART BUY PROBOOK X 360 11 G1,"['newEgg', 680L]",1
"HIDevolution ASUS ROG Strix GL703VD-WB71-HID13 w/ FREE IC Diamond on CPU+GPU - Optimal System Temperatures 17.3"" Ultimate Gaming Laptop (PCIE 1T+4T SSD/32G RAM/FHD/7700HQ/1050)","['amazon', 1182L, 'amazon', 1205L]",2
WS60 7RJ-685CA,"['bestbuy', 984L, 'bestbuy', 1247L]",2
Nintendo 2DS - Crystal Blue - Standard Edition,"['amazon', 620L]",1
C302CA-E91T-CB,"['bestbuy', 26L, 'bestbuy', 227L]",2
17-5767 (i5767-3649GRY),"['newEgg', 30L]",1
"Lenovo 2017 Flex 5 2-in-1 4K UHD Touchscreen Laptop (i7-7500U, 16GB DDR4 RAM, 256GB PCIe SSD + 1TB HDD, GeForce 940MX 2GB, Windows 10)","['amazon', 1054L]",1
Lenovo Thinkpad 11e 20ge0003us 11.6 16:9 Notebook - 1366 X 768 Touchscreen - In-plane Switching (i,"['newEgg', 1731L]",1
UX303UA-DH51T,"['newEgg', 122L]",1
PlayStation 4 Slim 500GB Console - Uncharted 4 Bundle,"['amazon', 329L]",1
MD322LL/A,"['amazon', 1129L]",1
15-be011TU,"['snapdeal', 13L]",1
"Lenovo ThinkPad T420 i7-2640M ,4GB,320GB HD, 14'', NVS 4200M","['newEgg', 2314L]",1
Targus Strike Gaming Laptop Backpack,"['walmart', 151L]",1
11 Pro G3 (X9V64UT#ABA),"['newEgg', 83L]",1
SX3-00013,"['amazon', 143L]",1
ES1-132,"['snapdeal', 6L]",1
430 G3 (W0S47UT#ABA),"['newEgg', 238L, 'newEgg', 800L]",2
MLVP2HN/A,"['flipkart', 42L]",1
1BS99UT#ABA,"['amazon', 517L]",1
GE62VR7RF-665CA,"['staples', 309L]",1
80YS0000US,"['bestbuy', 57L, 'bestbuy', 336L]",2
"HIDevolution ASUS ROG Strix GL703VD-WB71-HID14 w/ FREE IC Diamond on CPU+GPU - Optimal System Temperatures 17.3"" Ultimate Gaming Laptop (PCIE 2T+1T SSD/32G RAM/FHD/7700HQ/1050)","['amazon', 1148L]",1
XPS9360-7336SLV,"['amazon', 156L]",1
i7567-7321BLK-PCA,"['bestbuy', 173L, 'bestbuy', 264L]",2
UX430UA-BS51-CB,"['bestbuy', 17L, 'bestbuy', 148L]",2
CN430T,"['flipkart', 348L]",1
"HP Pavilion 15t (6th Gen. Intel i7-6700HQ, 16GB RAM, IPS UHD 4K 3840x2160, 1TB + 128G SSD, 4GB GDDR5 NVIDIA GTX 960M, Backlit Keyboard, Intel AC Bluetooth) 15.6"" Touchscreen Laptop Notebook PC","['newEgg', 2486L]",1
Nintendo New 3DS Super Mario Black Edition - Nintendo 3DS,"['amazon', 140L, 'amazon', 481L]",2
"HIDevolution ASUS ROG Strix GL503VD-DB71-HID2 w/ FREE IC Diamond on CPU+GPU - Optimal System Temperatures 15.6"" Ultimate Gaming Laptop (PCIE 128G+1T SSHD/16G RAM/FHD/7700HQ/1050)","['amazon', 1178L]",1
G752VS-XS74K,"['bestbuy', 513L, 'amazon', 158L]",3
"HP ProBook 470 G4 17.3'' Premium Business Laptop PC (Intel i7 Kaby Lake Processor, 16GB RAM, 512 GB SSD, 17.3 Inch HD 1600 x 900 Display, NVIDIA GeForce 930MX, SuperMulti DVD, WiFi, BT, Win 10 Pro)","['newEgg', 756L]",1
PRT13C-05500M,"['source', 208L]",1
PT573C-07U023,"['newEgg', 1194L, 'source', 195L]",3
P252OLAQENT2CB,"['staples', 236L]",1
HP ELITEBOOK 820G1,"['bestbuy', 81L]",1
"Refurbished Lenovo ThinkPad T430 14.0"" Intel Core i5-2520M 2.5GHz 8GB DDR3 1 TB DVD Windows 10 Professional 64 Bits 1 Year Warranty","['newEgg', 2458L]",1
UX330UA-FB157T,"['flipkart', 291L]",1
HP EliteBook 8460p,"['amazon', 483L]",1
GIGABYTE T1000,"['staples', 126L]",1
OEM,"['amazon', 343L]",1
ES1-533-P14T,"['source', 51L]",1
ACER Z3-451,"['snapdeal', 103L]",1
"Lenovo ThinkPad T440 Laptop, 14"" Display, Intel Core i7, 8GB RAM, 500GB HDD","['amazon', 701L]",1
PT461C-03F012,"['bestbuy', 1473L]",1
RYJV0,"['bestbuy', 1059L]",1
MF839LL/A,"['bestbuy', 78L, 'amazon', 100L, 'staples', 51L, 'newEgg', 314L]",3
"Asus - Transformer Book T101HA - 10.1"" - Tablet - 64GB - With Keyboard - Glacier gray","['walmart', 31L]",1
TorF5SE-16L1-138,"['bestbuy', 778L]",1
D3K51UT#ABA,"['amazon', 691L]",1
K556UA-Q72-CB,"['bestbuy', 332L, 'bestbuy', 622L, 'newEgg', 601L]",3
Lifebook A555,"['snapdeal', 83L, 'snapdeal', 157L]",2
DAHD10032,"['bestbuy', 784L]",1
DAHD10033,"['bestbuy', 740L]",1
15-BA038CA,"['bestbuy', 240L]",1
D550CA-RS31,"['newEgg', 422L]",1
"HP Chromebook 14 (14-q010dx): Intel Celeron 1.4G / 2G RAM / 16G SSD / WIFI / Webcam / HDMI / 14"" / Chrome OS","['amazon', 299L]",1
ES1-523-68NA,"['source', 143L, 'source', 150L]",2
ALL-LAP-T384,"['amazon', 416L]",1
15-AU003TX (W6T16PA),"['snapdeal', 170L]",1
MPTR2LL/A,"['bestbuy', 11L, 'amazon', 48L]",3
UX390UA-GS045T,"['flipkart', 196L]",1
DELL E5430,"['staples', 11L, 'staples', 50L]",2
NX.VDPAA.003,"['bestbuy', 1036L]",1
HP SMART BUY X 360 11 G1 EE N4200,"['newEgg', 1347L]",1
NX.VDPAA.001,"['bestbuy', 1040L]",1
RNB-NX.GHGAA.003,"['bestbuy', 939L]",1
N5R98UA#ABL,"['amazon', 1006L]",1
